incident_number,created_at,alert_identifier,node_name,metric_value,service,description,alert_condition,alert_id
8322,2023-08-02 07:33:26,alert_425,node_T,100,service_D,Description of event,condition_1,9596
3391,2023-08-25 07:33:26,alert_336,node_K,69,service_D,Description of event,condition_1,2740
4318,2023-08-14 07:33:26,alert_495,node_E,68,service_E,Description of event,condition_5,2947
6233,2023-08-25 07:33:26,alert_941,node_C,29,service_B,Description of event,condition_4,6457
5626,2023-08-02 07:33:26,alert_458,node_V,17,service_D,Description of event,condition_4,6156
2985,2023-08-05 07:33:26,alert_244,node_N,99,service_A,Description of event,condition_1,5405
6713,2023-08-16 07:33:26,alert_410,node_A,44,service_C,Description of event,condition_3,1729
9863,2023-08-23 07:33:26,alert_394,node_S,80,service_A,Description of event,condition_3,2525
6479,2023-08-11 07:33:26,alert_445,node_P,29,service_D,Description of event,condition_2,9434
8112,2023-08-17 07:33:26,alert_814,node_V,78,service_E,Description of event,condition_5,8269
7692,2023-08-15 07:33:26,alert_252,node_U,16,service_A,Description of event,condition_4,5089
4364,2023-08-09 07:33:26,alert_559,node_V,24,service_E,Description of event,condition_2,8113
9201,2023-08-24 07:33:26,alert_240,node_C,98,service_A,Description of event,condition_2,2197
2429,2023-08-09 07:33:26,alert_308,node_C,37,service_F,Description of event,condition_3,2702
3329,2023-08-10 07:33:26,alert_344,node_X,36,service_B,Description of event,condition_5,3327
6045,2023-08-20 07:33:26,alert_648,node_H,20,service_C,Description of event,condition_5,1080
7760,2023-08-29 07:33:26,alert_370,node_C,97,service_E,Description of event,condition_2,5549
1389,2023-08-28 07:33:26,alert_431,node_H,89,service_B,Description of event,condition_3,2552
9020,2023-08-05 07:33:26,alert_426,node_C,76,service_B,Description of event,condition_5,8138
1668,2023-08-14 07:33:26,alert_610,node_N,29,service_C,Description of event,condition_2,8175
9391,2023-08-18 07:33:26,alert_376,node_C,89,service_D,Description of event,condition_5,4877
5158,2023-08-10 07:33:26,alert_544,node_X,59,service_C,Description of event,condition_3,4678
2940,2023-08-06 07:33:26,alert_445,node_Y,27,service_D,Description of event,condition_5,9476
3460,2023-08-10 07:33:26,alert_968,node_O,34,service_A,Description of event,condition_5,9404
2461,2023-08-03 07:33:26,alert_158,node_D,86,service_B,Description of event,condition_1,9737
6072,2023-08-06 07:33:26,alert_839,node_F,32,service_A,Description of event,condition_1,7317
1972,2023-08-29 07:33:26,alert_443,node_R,51,service_A,Description of event,condition_3,6163
6594,2023-08-04 07:33:26,alert_717,node_A,17,service_D,Description of event,condition_5,8909
9093,2023-08-12 07:33:26,alert_902,node_Q,95,service_A,Description of event,condition_1,4245
2776,2023-08-22 07:33:26,alert_350,node_N,36,service_E,Description of event,condition_5,4037
5147,2023-08-17 07:33:26,alert_904,node_S,20,service_F,Description of event,condition_1,7062
2155,2023-08-01 07:33:26,alert_322,node_J,58,service_F,Description of event,condition_5,4568
5116,2023-08-21 07:33:26,alert_160,node_U,45,service_C,Description of event,condition_2,3526
9399,2023-08-04 07:33:26,alert_267,node_O,94,service_A,Description of event,condition_3,9736
5147,2023-08-10 07:33:26,alert_227,node_A,59,service_C,Description of event,condition_5,6861
3454,2023-08-25 07:33:26,alert_879,node_V,60,service_C,Description of event,condition_2,7122
8996,2023-08-15 07:33:26,alert_172,node_P,62,service_C,Description of event,condition_3,7787
1228,2023-08-20 07:33:26,alert_278,node_G,94,service_C,Description of event,condition_1,9296
9140,2023-08-28 07:33:26,alert_435,node_J,29,service_F,Description of event,condition_4,7984
9789,2023-08-27 07:33:26,alert_777,node_V,36,service_D,Description of event,condition_5,1324
7780,2023-08-08 07:33:26,alert_581,node_N,94,service_D,Description of event,condition_4,2867
9126,2023-08-29 07:33:26,alert_811,node_X,43,service_D,Description of event,condition_5,8753
8091,2023-08-10 07:33:26,alert_594,node_O,13,service_D,Description of event,condition_1,2601
1887,2023-08-09 07:33:26,alert_258,node_I,67,service_F,Description of event,condition_3,1932
6014,2023-08-19 07:33:26,alert_665,node_V,83,service_C,Description of event,condition_5,3250
8307,2023-08-14 07:33:26,alert_559,node_Y,12,service_D,Description of event,condition_4,6766
6801,2023-08-26 07:33:26,alert_661,node_X,22,service_D,Description of event,condition_5,6901
8981,2023-08-18 07:33:26,alert_280,node_Z,23,service_A,Description of event,condition_1,4350
4202,2023-08-22 07:33:26,alert_405,node_W,47,service_F,Description of event,condition_3,7034
4921,2023-08-13 07:33:26,alert_861,node_T,34,service_F,Description of event,condition_4,1504
5983,2023-08-10 07:33:26,alert_607,node_G,62,service_C,Description of event,condition_3,9057
7587,2023-08-10 07:33:26,alert_254,node_F,90,service_B,Description of event,condition_1,4142
1035,2023-08-08 07:33:26,alert_674,node_H,17,service_B,Description of event,condition_3,6972
4273,2023-08-17 07:33:26,alert_975,node_E,54,service_B,Description of event,condition_5,4762
6945,2023-08-06 07:33:26,alert_586,node_R,24,service_A,Description of event,condition_5,7012
4293,2023-08-17 07:33:26,alert_899,node_Z,18,service_A,Description of event,condition_1,3218
5429,2023-08-10 07:33:26,alert_924,node_F,98,service_B,Description of event,condition_2,3622
2956,2023-08-03 07:33:26,alert_710,node_O,42,service_C,Description of event,condition_3,2484
3459,2023-08-09 07:33:26,alert_308,node_C,15,service_E,Description of event,condition_2,2905
8356,2023-08-17 07:33:26,alert_650,node_C,19,service_D,Description of event,condition_5,1959
8679,2023-08-13 07:33:26,alert_116,node_P,30,service_E,Description of event,condition_4,7874
3117,2023-08-17 07:33:26,alert_942,node_U,68,service_C,Description of event,condition_1,3452
1025,2023-08-01 07:33:26,alert_986,node_F,88,service_D,Description of event,condition_5,9099
2156,2023-08-30 07:33:26,alert_887,node_B,47,service_E,Description of event,condition_4,6033
1230,2023-08-09 07:33:26,alert_214,node_D,21,service_C,Description of event,condition_4,3115
7750,2023-08-05 07:33:26,alert_878,node_O,77,service_A,Description of event,condition_5,2372
3839,2023-08-29 07:33:26,alert_553,node_F,81,service_D,Description of event,condition_3,4524
2029,2023-08-02 07:33:26,alert_639,node_W,70,service_C,Description of event,condition_2,7279
5414,2023-08-02 07:33:26,alert_446,node_B,34,service_B,Description of event,condition_4,3707
3271,2023-08-20 07:33:26,alert_855,node_T,86,service_C,Description of event,condition_4,9114
3332,2023-08-26 07:33:26,alert_433,node_Q,16,service_F,Description of event,condition_4,4291
9934,2023-08-30 07:33:26,alert_677,node_C,15,service_A,Description of event,condition_2,4868
8770,2023-08-25 07:33:26,alert_223,node_Y,93,service_B,Description of event,condition_3,7785
6897,2023-08-19 07:33:26,alert_932,node_E,53,service_E,Description of event,condition_3,5995
1315,2023-08-14 07:33:26,alert_373,node_G,30,service_B,Description of event,condition_2,2181
2729,2023-08-05 07:33:26,alert_820,node_S,36,service_D,Description of event,condition_1,2220
8507,2023-08-25 07:33:26,alert_758,node_M,89,service_E,Description of event,condition_3,2276
5588,2023-08-16 07:33:26,alert_699,node_C,95,service_C,Description of event,condition_5,9449
2904,2023-08-20 07:33:26,alert_734,node_S,30,service_D,Description of event,condition_3,9162
3989,2023-08-08 07:33:26,alert_859,node_N,72,service_F,Description of event,condition_1,5236
1899,2023-08-19 07:33:26,alert_441,node_K,72,service_A,Description of event,condition_1,5480
1261,2023-08-16 07:33:26,alert_191,node_F,87,service_B,Description of event,condition_1,3926
3019,2023-08-22 07:33:26,alert_272,node_Q,16,service_B,Description of event,condition_5,3440
4509,2023-08-20 07:33:26,alert_276,node_S,38,service_B,Description of event,condition_1,6599
3743,2023-08-11 07:33:26,alert_943,node_R,82,service_C,Description of event,condition_4,9816
7091,2023-08-01 07:33:26,alert_729,node_G,27,service_A,Description of event,condition_4,1000
2716,2023-08-08 07:33:26,alert_938,node_R,74,service_D,Description of event,condition_2,3838
2075,2023-08-21 07:33:26,alert_532,node_C,15,service_E,Description of event,condition_1,5019
1563,2023-08-29 07:33:26,alert_147,node_H,39,service_D,Description of event,condition_1,8236
8688,2023-08-25 07:33:26,alert_829,node_J,91,service_E,Description of event,condition_2,9522
8268,2023-08-23 07:33:26,alert_418,node_X,72,service_D,Description of event,condition_4,3475
5644,2023-08-01 07:33:26,alert_273,node_N,37,service_F,Description of event,condition_3,9009
6062,2023-08-12 07:33:26,alert_553,node_W,14,service_A,Description of event,condition_3,5396
9617,2023-08-19 07:33:26,alert_289,node_L,81,service_C,Description of event,condition_4,7201
4032,2023-08-08 07:33:26,alert_410,node_C,46,service_B,Description of event,condition_4,3838
6117,2023-08-17 07:33:26,alert_595,node_G,34,service_A,Description of event,condition_1,2808
8593,2023-08-11 07:33:26,alert_221,node_V,17,service_B,Description of event,condition_2,4377
1423,2023-08-12 07:33:26,alert_203,node_X,70,service_C,Description of event,condition_4,4984
5651,2023-08-19 07:33:26,alert_405,node_U,50,service_A,Description of event,condition_5,8564
4839,2023-08-18 07:33:26,alert_192,node_D,92,service_B,Description of event,condition_2,7676
5191,2023-08-04 07:33:26,alert_821,node_O,80,service_B,Description of event,condition_1,4979
6357,2023-08-07 07:33:26,alert_543,node_H,92,service_B,Description of event,condition_2,1705
2977,2023-08-08 07:33:26,alert_746,node_C,95,service_D,Description of event,condition_4,9363
3171,2023-08-04 07:33:26,alert_722,node_W,99,service_E,Description of event,condition_1,4804
3679,2023-08-22 07:33:26,alert_198,node_N,72,service_F,Description of event,condition_4,5171
1100,2023-08-09 07:33:26,alert_590,node_H,92,service_F,Description of event,condition_2,3276
8747,2023-08-17 07:33:26,alert_732,node_J,40,service_E,Description of event,condition_1,7198
2131,2023-08-22 07:33:26,alert_528,node_Z,54,service_D,Description of event,condition_2,5892
7127,2023-08-04 07:33:26,alert_202,node_E,27,service_B,Description of event,condition_3,1484
5570,2023-08-23 07:33:26,alert_393,node_G,51,service_D,Description of event,condition_3,4951
9239,2023-08-23 07:33:26,alert_580,node_G,42,service_F,Description of event,condition_5,2931
2094,2023-08-08 07:33:26,alert_643,node_L,70,service_D,Description of event,condition_5,8979
8413,2023-08-10 07:33:26,alert_715,node_O,41,service_E,Description of event,condition_2,9673
1372,2023-08-07 07:33:26,alert_335,node_W,58,service_F,Description of event,condition_1,6153
6268,2023-08-04 07:33:26,alert_236,node_E,68,service_D,Description of event,condition_4,3167
9048,2023-08-03 07:33:26,alert_185,node_P,75,service_C,Description of event,condition_3,2820
3887,2023-08-20 07:33:26,alert_892,node_V,45,service_C,Description of event,condition_1,6983
6213,2023-08-06 07:33:26,alert_335,node_W,44,service_B,Description of event,condition_5,4566
5140,2023-08-05 07:33:26,alert_869,node_T,59,service_C,Description of event,condition_2,4467
8246,2023-08-09 07:33:26,alert_326,node_L,85,service_B,Description of event,condition_1,6796
1236,2023-08-03 07:33:26,alert_965,node_G,92,service_A,Description of event,condition_3,8347
1156,2023-08-06 07:33:26,alert_883,node_W,53,service_E,Description of event,condition_2,7118
3903,2023-08-01 07:33:26,alert_757,node_I,100,service_A,Description of event,condition_2,8265
1771,2023-08-27 07:33:26,alert_313,node_Q,33,service_E,Description of event,condition_4,4982
1229,2023-08-21 07:33:26,alert_952,node_O,15,service_A,Description of event,condition_2,3648
4293,2023-08-29 07:33:26,alert_164,node_D,67,service_F,Description of event,condition_4,7662
8785,2023-08-29 07:33:26,alert_954,node_P,52,service_D,Description of event,condition_1,9449
2537,2023-08-01 07:33:26,alert_165,node_U,48,service_B,Description of event,condition_4,9079
1838,2023-08-26 07:33:26,alert_241,node_I,46,service_F,Description of event,condition_1,6484
2636,2023-08-23 07:33:26,alert_286,node_W,36,service_F,Description of event,condition_2,4698
7464,2023-08-25 07:33:26,alert_122,node_U,40,service_E,Description of event,condition_4,1820
1220,2023-08-20 07:33:26,alert_449,node_Z,65,service_A,Description of event,condition_4,5636
7716,2023-08-03 07:33:26,alert_630,node_V,74,service_C,Description of event,condition_5,9659
5388,2023-08-02 07:33:26,alert_611,node_S,91,service_D,Description of event,condition_1,3706
1419,2023-08-01 07:33:26,alert_900,node_C,22,service_C,Description of event,condition_3,1023
7216,2023-08-02 07:33:26,alert_966,node_G,79,service_B,Description of event,condition_4,3222
8422,2023-08-21 07:33:26,alert_521,node_K,41,service_E,Description of event,condition_1,5700
2283,2023-08-05 07:33:26,alert_180,node_U,49,service_E,Description of event,condition_2,6781
6685,2023-08-13 07:33:26,alert_599,node_K,31,service_D,Description of event,condition_5,1045
2757,2023-08-21 07:33:26,alert_436,node_K,26,service_E,Description of event,condition_5,5174
1764,2023-08-29 07:33:26,alert_381,node_M,61,service_A,Description of event,condition_2,9652
9986,2023-08-07 07:33:26,alert_727,node_O,38,service_C,Description of event,condition_1,8676
8231,2023-08-05 07:33:26,alert_841,node_F,93,service_B,Description of event,condition_3,7153
8560,2023-08-19 07:33:26,alert_649,node_Y,46,service_D,Description of event,condition_3,2370
6968,2023-08-22 07:33:26,alert_550,node_D,32,service_B,Description of event,condition_2,9600
9645,2023-08-12 07:33:26,alert_430,node_D,11,service_B,Description of event,condition_1,4269
8626,2023-08-19 07:33:26,alert_675,node_O,93,service_A,Description of event,condition_4,2726
1994,2023-08-01 07:33:26,alert_266,node_O,49,service_C,Description of event,condition_1,7170
7610,2023-08-20 07:33:26,alert_335,node_F,84,service_C,Description of event,condition_5,2025
4065,2023-08-09 07:33:26,alert_305,node_M,63,service_C,Description of event,condition_1,8252
1889,2023-08-27 07:33:26,alert_711,node_S,44,service_D,Description of event,condition_5,5845
8637,2023-08-04 07:33:26,alert_571,node_X,82,service_C,Description of event,condition_4,4004
7899,2023-08-18 07:33:26,alert_199,node_P,35,service_A,Description of event,condition_2,9259
2101,2023-08-17 07:33:26,alert_263,node_K,55,service_E,Description of event,condition_1,6819
1581,2023-08-14 07:33:26,alert_767,node_F,61,service_E,Description of event,condition_1,8788
1341,2023-08-29 07:33:26,alert_452,node_Z,74,service_C,Description of event,condition_4,1342
9170,2023-08-21 07:33:26,alert_929,node_T,20,service_A,Description of event,condition_1,2122
5666,2023-08-23 07:33:26,alert_950,node_W,68,service_A,Description of event,condition_1,5131
8794,2023-08-11 07:33:26,alert_737,node_S,39,service_C,Description of event,condition_1,3435
2079,2023-08-30 07:33:26,alert_418,node_Q,26,service_C,Description of event,condition_4,4927
7847,2023-08-02 07:33:26,alert_276,node_H,36,service_C,Description of event,condition_1,1949
4872,2023-08-08 07:33:26,alert_391,node_Y,14,service_B,Description of event,condition_2,9147
7523,2023-08-10 07:33:26,alert_647,node_C,49,service_F,Description of event,condition_5,1936
5528,2023-08-02 07:33:26,alert_829,node_U,22,service_F,Description of event,condition_1,4662
3979,2023-08-27 07:33:26,alert_188,node_M,52,service_C,Description of event,condition_1,3454
6450,2023-08-19 07:33:26,alert_793,node_Q,16,service_E,Description of event,condition_4,3488
8328,2023-08-20 07:33:26,alert_417,node_I,59,service_F,Description of event,condition_5,4115
7183,2023-08-29 07:33:26,alert_775,node_H,89,service_C,Description of event,condition_2,9457
4529,2023-08-29 07:33:26,alert_761,node_B,45,service_F,Description of event,condition_2,4819
9655,2023-08-26 07:33:26,alert_836,node_D,38,service_D,Description of event,condition_3,6894
1223,2023-08-04 07:33:26,alert_853,node_Q,94,service_D,Description of event,condition_2,3896
6132,2023-08-02 07:33:26,alert_651,node_R,55,service_B,Description of event,condition_2,1579
9947,2023-08-23 07:33:26,alert_566,node_Z,71,service_D,Description of event,condition_1,8273
2673,2023-08-16 07:33:26,alert_925,node_O,11,service_C,Description of event,condition_1,1113
2200,2023-08-28 07:33:26,alert_384,node_O,83,service_B,Description of event,condition_5,1040
7125,2023-08-29 07:33:26,alert_374,node_J,23,service_A,Description of event,condition_1,1796
4320,2023-08-10 07:33:26,alert_675,node_O,19,service_F,Description of event,condition_3,3053
9016,2023-08-27 07:33:26,alert_851,node_H,98,service_C,Description of event,condition_5,4697
2742,2023-08-18 07:33:26,alert_908,node_U,16,service_B,Description of event,condition_4,7618
9791,2023-08-03 07:33:26,alert_833,node_I,25,service_A,Description of event,condition_4,6859
7743,2023-08-18 07:33:26,alert_557,node_I,38,service_D,Description of event,condition_3,7260
7319,2023-08-14 07:33:26,alert_474,node_E,73,service_B,Description of event,condition_4,4476
8970,2023-08-17 07:33:26,alert_685,node_B,70,service_F,Description of event,condition_1,5480
5815,2023-08-26 07:33:26,alert_670,node_P,91,service_B,Description of event,condition_1,6897
2038,2023-08-15 07:33:26,alert_384,node_R,19,service_C,Description of event,condition_5,9762
5705,2023-08-03 07:33:26,alert_199,node_F,84,service_A,Description of event,condition_5,1010
1081,2023-08-07 07:33:26,alert_199,node_B,81,service_D,Description of event,condition_2,1789
2441,2023-08-03 07:33:26,alert_751,node_H,64,service_C,Description of event,condition_4,6778
6478,2023-08-18 07:33:26,alert_852,node_R,22,service_F,Description of event,condition_5,3079
8650,2023-08-14 07:33:26,alert_549,node_J,99,service_D,Description of event,condition_2,6862
9668,2023-08-11 07:33:26,alert_166,node_H,81,service_F,Description of event,condition_2,8106
6819,2023-08-29 07:33:26,alert_687,node_S,57,service_C,Description of event,condition_1,5488
8266,2023-08-06 07:33:26,alert_674,node_V,94,service_E,Description of event,condition_2,7293
3440,2023-08-07 07:33:26,alert_270,node_G,18,service_A,Description of event,condition_4,2766
3785,2023-08-19 07:33:26,alert_444,node_D,60,service_F,Description of event,condition_1,7818
8186,2023-08-14 07:33:26,alert_785,node_T,63,service_D,Description of event,condition_4,1897
6140,2023-08-29 07:33:26,alert_346,node_Y,92,service_E,Description of event,condition_2,4033
8418,2023-08-19 07:33:26,alert_437,node_E,64,service_C,Description of event,condition_5,9457
2568,2023-08-18 07:33:26,alert_312,node_A,32,service_F,Description of event,condition_2,9360
9468,2023-08-20 07:33:26,alert_284,node_F,74,service_D,Description of event,condition_3,6361
2932,2023-08-28 07:33:26,alert_674,node_D,50,service_D,Description of event,condition_1,8264
6193,2023-08-22 07:33:26,alert_488,node_B,39,service_D,Description of event,condition_3,6511
9873,2023-08-30 07:33:26,alert_345,node_Y,86,service_A,Description of event,condition_1,4552
3921,2023-08-07 07:33:26,alert_534,node_I,97,service_E,Description of event,condition_5,5404
5963,2023-08-24 07:33:26,alert_471,node_C,100,service_B,Description of event,condition_1,5472
3439,2023-08-06 07:33:26,alert_520,node_V,64,service_D,Description of event,condition_3,6626
3047,2023-08-20 07:33:26,alert_250,node_Q,29,service_F,Description of event,condition_3,5797
4223,2023-08-04 07:33:26,alert_239,node_Y,36,service_E,Description of event,condition_5,7238
9775,2023-08-01 07:33:26,alert_370,node_U,62,service_A,Description of event,condition_4,8796
7530,2023-08-05 07:33:26,alert_197,node_T,60,service_F,Description of event,condition_5,2498
7640,2023-08-19 07:33:26,alert_873,node_O,98,service_C,Description of event,condition_3,1164
3640,2023-08-12 07:33:26,alert_616,node_B,83,service_E,Description of event,condition_4,2480
2533,2023-08-15 07:33:26,alert_538,node_D,46,service_B,Description of event,condition_5,5948
5938,2023-08-15 07:33:26,alert_814,node_W,37,service_F,Description of event,condition_2,3734
7850,2023-08-11 07:33:26,alert_175,node_F,16,service_B,Description of event,condition_5,3611
1195,2023-08-04 07:33:26,alert_688,node_M,14,service_C,Description of event,condition_1,4070
3162,2023-08-04 07:33:26,alert_919,node_K,53,service_B,Description of event,condition_1,9283
7411,2023-08-17 07:33:26,alert_351,node_I,35,service_F,Description of event,condition_4,2058
4969,2023-08-19 07:33:26,alert_409,node_N,56,service_D,Description of event,condition_5,1476
9531,2023-08-08 07:33:26,alert_762,node_Y,86,service_A,Description of event,condition_2,7292
1551,2023-08-30 07:33:26,alert_931,node_L,57,service_B,Description of event,condition_1,6374
1250,2023-08-22 07:33:26,alert_168,node_G,77,service_F,Description of event,condition_3,7897
3384,2023-08-12 07:33:26,alert_845,node_Q,12,service_C,Description of event,condition_5,4856
3487,2023-08-18 07:33:26,alert_197,node_Z,95,service_F,Description of event,condition_1,8050
2368,2023-08-05 07:33:26,alert_561,node_R,11,service_F,Description of event,condition_5,3214
5951,2023-08-22 07:33:26,alert_706,node_X,35,service_B,Description of event,condition_4,8843
2098,2023-08-10 07:33:26,alert_490,node_E,78,service_A,Description of event,condition_1,2940
8263,2023-08-05 07:33:26,alert_778,node_C,33,service_B,Description of event,condition_5,8034
6673,2023-08-26 07:33:26,alert_949,node_W,72,service_A,Description of event,condition_1,7543
3665,2023-08-20 07:33:26,alert_430,node_W,66,service_D,Description of event,condition_4,2839
7629,2023-08-25 07:33:26,alert_623,node_V,85,service_E,Description of event,condition_5,5969
4581,2023-08-22 07:33:26,alert_362,node_V,13,service_B,Description of event,condition_1,2218
3982,2023-08-05 07:33:26,alert_129,node_L,32,service_E,Description of event,condition_5,1417
6763,2023-08-26 07:33:26,alert_822,node_Y,56,service_B,Description of event,condition_1,9675
8576,2023-08-26 07:33:26,alert_427,node_S,57,service_A,Description of event,condition_5,6793
5464,2023-08-03 07:33:26,alert_698,node_Z,61,service_B,Description of event,condition_3,7490
7290,2023-08-19 07:33:26,alert_428,node_P,16,service_B,Description of event,condition_2,6489
4847,2023-08-18 07:33:26,alert_910,node_Y,27,service_E,Description of event,condition_5,7229
5715,2023-08-12 07:33:26,alert_177,node_M,99,service_E,Description of event,condition_1,6982
6834,2023-08-16 07:33:26,alert_143,node_B,95,service_C,Description of event,condition_3,4969
7774,2023-08-16 07:33:26,alert_897,node_S,31,service_F,Description of event,condition_2,2480
3549,2023-08-10 07:33:26,alert_804,node_A,16,service_E,Description of event,condition_2,2740
4597,2023-08-30 07:33:26,alert_433,node_P,13,service_F,Description of event,condition_5,3453
4451,2023-08-28 07:33:26,alert_359,node_E,38,service_F,Description of event,condition_1,8933
9237,2023-08-13 07:33:26,alert_410,node_O,28,service_A,Description of event,condition_1,2122
6220,2023-08-03 07:33:26,alert_382,node_N,88,service_C,Description of event,condition_1,6234
6202,2023-08-16 07:33:26,alert_297,node_S,98,service_B,Description of event,condition_5,6013
2651,2023-08-19 07:33:26,alert_637,node_R,69,service_F,Description of event,condition_4,9821
6320,2023-08-12 07:33:26,alert_550,node_I,54,service_A,Description of event,condition_5,9300
7625,2023-08-16 07:33:26,alert_403,node_T,81,service_F,Description of event,condition_4,4189
1843,2023-08-11 07:33:26,alert_594,node_K,24,service_B,Description of event,condition_1,5502
3705,2023-08-03 07:33:26,alert_647,node_Q,97,service_F,Description of event,condition_5,6600
7111,2023-08-21 07:33:26,alert_903,node_L,19,service_E,Description of event,condition_3,6701
2207,2023-08-13 07:33:26,alert_198,node_I,50,service_C,Description of event,condition_3,1246
2186,2023-08-10 07:33:26,alert_258,node_T,25,service_D,Description of event,condition_2,9939
3050,2023-08-14 07:33:26,alert_331,node_A,21,service_D,Description of event,condition_4,4485
5425,2023-08-25 07:33:26,alert_767,node_F,58,service_C,Description of event,condition_3,9881
5792,2023-08-04 07:33:26,alert_712,node_G,20,service_B,Description of event,condition_2,2107
1393,2023-08-06 07:33:26,alert_981,node_O,72,service_D,Description of event,condition_4,9482
8001,2023-08-08 07:33:26,alert_144,node_J,22,service_D,Description of event,condition_3,8872
8867,2023-08-15 07:33:26,alert_466,node_E,98,service_D,Description of event,condition_4,2220
8858,2023-08-11 07:33:26,alert_107,node_G,78,service_A,Description of event,condition_5,2658
1415,2023-08-27 07:33:26,alert_447,node_G,60,service_D,Description of event,condition_2,4928
1199,2023-08-04 07:33:26,alert_658,node_X,57,service_E,Description of event,condition_2,1649
7803,2023-08-27 07:33:26,alert_637,node_O,29,service_F,Description of event,condition_2,9326
1798,2023-08-15 07:33:26,alert_667,node_C,74,service_E,Description of event,condition_4,2099
6389,2023-08-11 07:33:26,alert_645,node_V,70,service_A,Description of event,condition_2,4920
2295,2023-08-24 07:33:26,alert_775,node_K,84,service_E,Description of event,condition_2,8396
2461,2023-08-20 07:33:26,alert_401,node_N,16,service_A,Description of event,condition_4,2971
1541,2023-08-14 07:33:26,alert_273,node_M,83,service_E,Description of event,condition_4,5130
9282,2023-08-12 07:33:26,alert_137,node_L,98,service_F,Description of event,condition_3,7117
1384,2023-08-29 07:33:26,alert_509,node_X,31,service_B,Description of event,condition_5,4318
3436,2023-08-07 07:33:26,alert_638,node_I,29,service_C,Description of event,condition_3,4959
4346,2023-08-14 07:33:26,alert_685,node_S,96,service_B,Description of event,condition_2,9329
8717,2023-08-15 07:33:26,alert_976,node_U,86,service_B,Description of event,condition_5,1839
6089,2023-08-28 07:33:26,alert_710,node_G,52,service_E,Description of event,condition_2,1597
3912,2023-08-30 07:33:26,alert_604,node_H,38,service_A,Description of event,condition_2,9968
3673,2023-08-09 07:33:26,alert_986,node_B,52,service_B,Description of event,condition_1,6996
3394,2023-08-13 07:33:26,alert_830,node_C,54,service_B,Description of event,condition_2,8557
4798,2023-08-22 07:33:26,alert_995,node_S,86,service_E,Description of event,condition_4,6287
9960,2023-08-13 07:33:26,alert_814,node_N,35,service_D,Description of event,condition_1,3309
6934,2023-08-13 07:33:26,alert_913,node_E,22,service_C,Description of event,condition_3,5468
2683,2023-08-20 07:33:26,alert_289,node_K,10,service_C,Description of event,condition_4,1392
2514,2023-08-30 07:33:26,alert_866,node_V,66,service_D,Description of event,condition_2,1618
4932,2023-08-22 07:33:26,alert_381,node_X,84,service_B,Description of event,condition_4,3883
9914,2023-08-13 07:33:26,alert_833,node_B,81,service_C,Description of event,condition_1,6095
5874,2023-08-07 07:33:26,alert_959,node_T,13,service_A,Description of event,condition_4,8905
6229,2023-08-29 07:33:26,alert_332,node_C,29,service_D,Description of event,condition_2,9034
7959,2023-08-07 07:33:26,alert_249,node_P,27,service_A,Description of event,condition_5,1846
6652,2023-08-23 07:33:26,alert_288,node_F,47,service_D,Description of event,condition_1,3582
3839,2023-08-02 07:33:26,alert_170,node_W,77,service_E,Description of event,condition_4,4611
5966,2023-08-26 07:33:26,alert_538,node_W,54,service_E,Description of event,condition_3,9734
7634,2023-08-15 07:33:26,alert_446,node_L,20,service_F,Description of event,condition_2,1976
2229,2023-08-10 07:33:26,alert_651,node_A,33,service_C,Description of event,condition_1,9834
5030,2023-08-14 07:33:26,alert_984,node_S,62,service_D,Description of event,condition_3,4431
7253,2023-08-20 07:33:26,alert_840,node_D,51,service_B,Description of event,condition_5,8897
9979,2023-08-14 07:33:26,alert_648,node_J,49,service_C,Description of event,condition_1,7776
8069,2023-08-11 07:33:26,alert_681,node_O,47,service_F,Description of event,condition_4,2781
1952,2023-08-26 07:33:26,alert_960,node_H,93,service_E,Description of event,condition_1,6326
9741,2023-08-13 07:33:26,alert_348,node_Y,57,service_F,Description of event,condition_2,8867
8491,2023-08-27 07:33:26,alert_794,node_D,59,service_D,Description of event,condition_2,1886
1080,2023-08-28 07:33:26,alert_818,node_S,96,service_A,Description of event,condition_3,6916
8422,2023-08-26 07:33:26,alert_404,node_T,98,service_A,Description of event,condition_1,8115
5754,2023-08-30 07:33:26,alert_968,node_Q,78,service_D,Description of event,condition_3,2360
6663,2023-08-30 07:33:26,alert_548,node_X,11,service_F,Description of event,condition_5,9393
2479,2023-08-19 07:33:26,alert_137,node_I,81,service_B,Description of event,condition_1,8090
3621,2023-08-07 07:33:26,alert_269,node_J,43,service_E,Description of event,condition_2,4086
8284,2023-08-23 07:33:26,alert_368,node_W,83,service_F,Description of event,condition_4,9659
5353,2023-08-13 07:33:26,alert_697,node_I,26,service_F,Description of event,condition_3,8659
9500,2023-08-19 07:33:26,alert_510,node_R,16,service_B,Description of event,condition_5,4282
4163,2023-08-15 07:33:26,alert_966,node_Q,39,service_D,Description of event,condition_1,5981
7009,2023-08-20 07:33:26,alert_793,node_D,87,service_A,Description of event,condition_1,1450
7693,2023-08-11 07:33:26,alert_956,node_T,53,service_C,Description of event,condition_3,7027
9775,2023-08-03 07:33:26,alert_277,node_S,99,service_B,Description of event,condition_5,3787
1174,2023-08-25 07:33:26,alert_790,node_Q,30,service_F,Description of event,condition_4,1257
4748,2023-08-30 07:33:26,alert_560,node_D,70,service_F,Description of event,condition_4,6389
